accounting  | accounting  | Accounting service started
kafka  | kafka  | [2026-02-07 05:02:08,412] INFO [controller-1-ThrottledChannelReaper-Fetch]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,413] INFO [controller-1-ThrottledChannelReaper-Produce]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,413] INFO [MetadataLoader id=1] maybePublishMetadata(LOG_DELTA): The loader is still catching up because we have loaded up to offset 3836517, but the high water mark is 3836519 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,413] INFO [MetadataLoader id=1] maybePublishMetadata(LOG_DELTA): The loader finished catching up to the current high water mark of 3836519 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,414] INFO [controller-1-ThrottledChannelReaper-Request]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,415] INFO [controller-1-ThrottledChannelReaper-ControllerMutation]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,416] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing SnapshotGenerator with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,438] INFO [ExpirationReaper-1-AlterAcls]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,449] INFO [ControllerServer id=1] Waiting for the controller metadata publishers to be installed (kafka.server.ControllerServer)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [ControllerServer id=1] Finished waiting for the controller metadata publishers to be installed (kafka.server.ControllerServer)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing KRaftMetadataCachePublisher with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing FeaturesPublisher with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [ControllerServer id=1] Loaded new metadata Features(metadataVersion=3.9-IV0, finalizedFeatures={metadata.version=21}, finalizedFeaturesEpoch=3836518). (org.apache.kafka.metadata.publisher.FeaturesPublisher)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ControllerRegistrationsPublisher with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,450] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ControllerRegistrationManager with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,451] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DynamicConfigPublisher controller id=1 with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,451] INFO [ControllerRegistrationManager id=1 incarnation=E8DW-QnOREap1CLCmgreeQ] Found registration for K9xCItdXQgSLx68KFfXVQw instead of our incarnation. (kafka.server.ControllerRegistrationManager)
kafka  | kafka  | [2026-02-07 05:02:08,451] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DynamicClientQuotaPublisher controller id=1 with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,453] INFO Awaiting socket connections on kafka:9093. (kafka.network.DataPlaneAcceptor)
kafka  | kafka  | [2026-02-07 05:02:08,453] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ScramPublisher controller id=1 with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,454] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DelegationTokenPublisher controller id=1 with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,455] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ControllerMetadataMetricsPublisher with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,455] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing AclPublisher controller id=1 with a snapshot at offset 3836518 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,462] INFO [controller-1-to-controller-registration-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,462] INFO [ControllerServer id=1] Waiting for all of the authorizer futures to be completed (kafka.server.ControllerServer)
kafka  | kafka  | [2026-02-07 05:02:08,462] INFO [ControllerServer id=1] Finished waiting for all of the authorizer futures to be completed (kafka.server.ControllerServer)
kafka  | kafka  | [2026-02-07 05:02:08,462] INFO [ControllerServer id=1] Waiting for all of the SocketServer Acceptors to be started (kafka.server.ControllerServer)
kafka  | kafka  | [2026-02-07 05:02:08,462] INFO [ControllerServer id=1] Finished waiting for all of the SocketServer Acceptors to be started (kafka.server.ControllerServer)
kafka  | kafka  | [2026-02-07 05:02:08,463] INFO [ControllerRegistrationManager id=1 incarnation=E8DW-QnOREap1CLCmgreeQ] initialized channel manager. (kafka.server.ControllerRegistrationManager)
kafka  | kafka  | [2026-02-07 05:02:08,463] INFO [BrokerServer id=1] Transition from SHUTDOWN to STARTING (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,463] INFO [controller-1-to-controller-registration-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null) (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,463] INFO [BrokerServer id=1] Starting broker (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,465] INFO [ControllerRegistrationManager id=1 incarnation=E8DW-QnOREap1CLCmgreeQ] sendControllerRegistration: attempting to send ControllerRegistrationRequestData(controllerId=1, incarnationId=E8DW-QnOREap1CLCmgreeQ, zkMigrationReady=false, listeners=[Listener(name='CONTROLLER', host='kafka', port=9093, securityProtocol=0)], features=[Feature(name='kraft.version', minSupportedVersion=0, maxSupportedVersion=1), Feature(name='metadata.version', minSupportedVersion=1, maxSupportedVersion=21)]) (kafka.server.ControllerRegistrationManager)
kafka  | kafka  | [2026-02-07 05:02:08,467] INFO [broker-1-ThrottledChannelReaper-Fetch]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,467] INFO [broker-1-ThrottledChannelReaper-Produce]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,467] INFO [broker-1-ThrottledChannelReaper-Request]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,468] INFO [broker-1-ThrottledChannelReaper-ControllerMutation]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | kafka  | [2026-02-07 05:02:08,486] INFO [BrokerServer id=1] Waiting for controller quorum voters future (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,486] INFO [BrokerServer id=1] Finished waiting for controller quorum voters future (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,487] INFO [broker-1-to-controller-forwarding-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,487] INFO [broker-1-to-controller-forwarding-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null) (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,501] INFO [client-metrics-reaper]: Starting (org.apache.kafka.server.util.timer.SystemTimerReaper$Reaper)
kafka  | kafka  | [2026-02-07 05:02:08,524] INFO Updated connection-accept-rate max connection creation rate to 2147483647 (kafka.network.ConnectionQuotas)
kafka  | kafka  | [2026-02-07 05:02:08,526] INFO [SocketServer listenerType=BROKER, nodeId=1] Created data-plane acceptor and processors for endpoint : ListenerName(PLAINTEXT) (kafka.network.SocketServer)
kafka  | kafka  | [2026-02-07 05:02:08,531] INFO [broker-1-to-controller-alter-partition-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,532] INFO [broker-1-to-controller-alter-partition-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null) (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,540] INFO [broker-1-to-controller-directory-assignments-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,541] INFO [broker-1-to-controller-directory-assignments-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null) (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,547] INFO [ControllerRegistrationManager id=1 incarnation=E8DW-QnOREap1CLCmgreeQ] Our registration has been persisted to the metadata log. (kafka.server.ControllerRegistrationManager)
kafka  | kafka  | [2026-02-07 05:02:08,549] INFO [ControllerRegistrationManager id=1 incarnation=E8DW-QnOREap1CLCmgreeQ] RegistrationResponseHandler: controller acknowledged ControllerRegistrationRequest. (kafka.server.ControllerRegistrationManager)
kafka  | kafka  | [2026-02-07 05:02:08,561] INFO [ExpirationReaper-1-Produce]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,561] INFO [ExpirationReaper-1-Fetch]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,575] INFO [ExpirationReaper-1-DeleteRecords]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,575] INFO [ExpirationReaper-1-ElectLeader]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,576] INFO [ExpirationReaper-1-RemoteFetch]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,601] INFO [ExpirationReaper-1-Heartbeat]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,602] INFO [ExpirationReaper-1-Rebalance]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,647] INFO Unable to read the broker epoch in /tmp/kafka-logs. (kafka.log.LogManager)
kafka  | kafka  | [2026-02-07 05:02:08,648] INFO [broker-1-to-controller-heartbeat-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,648] INFO [broker-1-to-controller-heartbeat-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null) (kafka.server.NodeToControllerRequestThread)
kafka  | kafka  | [2026-02-07 05:02:08,651] INFO [BrokerLifecycleManager id=1] Incarnation xB3-aqzvQeatJdHrvWm8GA of broker 1 in cluster ckjPoprWQzOf0-FuNkGfFQ is now STARTING. (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:08,662] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | kafka  | [2026-02-07 05:02:08,671] INFO [ExpirationReaper-1-AlterAcls]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | kafka  | [2026-02-07 05:02:08,691] INFO [BrokerServer id=1] Waiting for the broker metadata publishers to be installed (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,691] INFO [BrokerServer id=1] Finished waiting for the broker metadata publishers to be installed (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,691] INFO [BrokerServer id=1] Waiting for the controller to acknowledge that we are caught up (kafka.server.BrokerServer)
kafka  | kafka  | [2026-02-07 05:02:08,692] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing MetadataVersionPublisher(id=1) with a snapshot at offset 3836519 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,692] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing BrokerMetadataPublisher with a snapshot at offset 3836519 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | kafka  | [2026-02-07 05:02:08,692] INFO [BrokerMetadataPublisher id=1] Publishing initial metadata at offset OffsetAndEpoch(offset=3836519, epoch=10) with metadata.version 3.9-IV0. (kafka.server.metadata.BrokerMetadataPublisher)
kafka  | kafka  | [2026-02-07 05:02:08,695] INFO Loading logs from log dirs ArrayBuffer(/tmp/kafka-logs) (kafka.log.LogManager)
kafka  | kafka  | [2026-02-07 05:02:08,702] INFO Recovering 51 logs from /tmp/kafka-logs since no clean shutdown file was found (kafka.log.LogManager)
kafka  | kafka  | [2026-02-07 05:02:08,709] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Recovering unflushed segment 0. 0/1 recovered for __consumer_offsets-13. (kafka.log.LogLoader)
kafka  | kafka  | [2026-02-07 05:02:08,709] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,709] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,709] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Producer state recovery took 0ms for snapshot load and 0ms for segment recovery from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,715] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,715] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,715] INFO [LogLoader partition=__consumer_offsets-13, dir=/tmp/kafka-logs] Producer state recovery took 0ms for snapshot load and 0ms for segment recovery from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,717] INFO Completed load of Log(dir=/tmp/kafka-logs/__consumer_offsets-13, topicId=SQC9JBaeSjed4PliMyUgqQ, topic=__consumer_offsets, partition=13, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments, local-log-start-offset 0 and log-end-offset 0 in 8ms (1/51 completed in /tmp/kafka-logs) (kafka.log.LogManager)
kafka  | kafka  | [2026-02-07 05:02:08,718] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Recovering unflushed segment 0. 0/1 recovered for __consumer_offsets-46. (kafka.log.LogLoader)
kafka  | kafka  | [2026-02-07 05:02:08,718] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,718] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,718] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Producer state recovery took 0ms for snapshot load and 0ms for segment recovery from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,721] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Loading producer state till offset 0 with message format version 2 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,721] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,721] INFO [LogLoader partition=__consumer_offsets-46, dir=/tmp/kafka-logs] Producer state recovery took 0ms for snapshot load and 0ms for segment recovery from offset 0 (kafka.log.UnifiedLog$)
kafka  | kafka  | [2026-02-07 05:02:08,722] INFO Completed load of Log(dir=/tmp/kafka-logs/__consumer_offsets-46, topicId=SQC9JBaeSjed4PliMyUgqQ, topic=__consumer_offsets, partition=46, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=0) with 1 segments, local-log-start-offset 0 and log-end-offset 0 in 5ms (2/51 completed in /tmp/kafka-logs) (kafka.log.LogManager)
